id,title,city,property,area(m²),price(TND),longitude,latitude,link
452,Terrain Habitation Cap Bon à Vendre à Nabeul,El Haouaria      ,Terrain,800,184 000,11.016667,37.05,https://www.mubawab.tn/fr/a/7949480/terrain-habitation-cap-bon-%C3%A0-vendre-%C3%A0-nabeul
453,A Vendre Terrain Clôturé à Soukra Sidi fraj,Sidi Frej à       La Soukra      ,Terrain,408,224 400,10.25,36.883333,https://www.mubawab.tn/fr/a/7949441/a-vendre-terrain-cl%C3%B4tur%C3%A9-%C3%A0-soukra-sidi-fraj
454,Av terrain de 600m de 3 façades à hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,600,95 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7896070/av-terrain-de-600m-de-3-fa%C3%A7ades-%C3%A0-hammamet-sud
455,Offre a ne pas raté un hectare et2130m2,Kélibia      ,Terrain,2130,200 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7949176/offre-a-ne-pas-rat%C3%A9-un-hectare-et2130m2
456,Terrain Gold A Vendre A Cité El Ghazella,Cité el Ghazela à       Raoued      ,Terrain,700,630 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7925114/terrain-gold-a-vendre-a-cit%C3%A9-el-ghazella
457,Terrain a vendre a mornaguia,Mornaguia à       Mornaguia      ,Terrain,360,227 500,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7948986/terrain-a-vendre-a-mornaguia
458,Terrain Villa Laleli À Vendre D’EL Manzah,El Menzah 4 à       El Menzah      ,Terrain,450,900 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7908064/terrain-villa-laleli-%C3%A0-vendre-d%E2%80%99el-manzah
459,À vendre Terrain de 484 m² à Sidi mahersi Nabeul,Cité El Wafa à       Nabeul      ,Terrain,484,726 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7948993/%C3%A0-vendre-terrain-de-484-m%C2%B2-%C3%A0-sidi-mahersi-nabeul
460,Terrain a vendre a yasmine hammamet,Yasmine Hammamet à       Hammamet      ,Terrain,314,56 600,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948985/terrain-a-vendre-a-yasmine-hammamet
461,Terrain commercial 580 m2 à kelibia,Kélibia      ,Terrain,580,580 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7689936/terrain-commercial-580-m2-%C3%A0-kelibia
462,Terrain agricole 5980 m² à Tamezrat Kelibia,Kélibia      ,Terrain,5980,280 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7789211/terrain-agricole-5980-m%C2%B2-%C3%A0-tamezrat-kelibia
463,Firma somaa,Somâa à       Beni Khiar      ,Terrain,60000,2 200 000,10.78,36.47,https://www.mubawab.tn/fr/a/7907258/firma-somaa
464,Terrain agricole en vente,La Manouba à       La Manouba      ,Terrain,854,188 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7948719/terrain-agricole-en-vente
465,Terrain à cebalet ben ammar a vendre,Cebalat Ben Ammar à       Sidi Thabet      ,Terrain,16500,4 000 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7844054/terrain-%C3%A0-cebalet-ben-ammar-a-vendre
466,Terrain à vendre,Hammamet Nord à       Hammamet      ,Terrain,148,26 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948356/terrain-%C3%A0-vendre
467,A vendre un terrain à Hammamet Sud,Hammamet à       Hammamet      ,Terrain,1400,210 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7833085/a-vendre-un-terrain-%C3%A0-hammamet-sud
468,Terrain à vendre,Borj Touil à       Raoued      ,Terrain,436,85 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7948291/terrain-%C3%A0-vendre
469,Terrain agricole de 2600 m² à Hammamet,Hammamet à       Hammamet      ,Terrain,2600,180 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948183/terrain-agricole-de-2600-m%C2%B2-%C3%A0-hammamet
470,Terrain à vendre,Hammamet à       Hammamet      ,Terrain,5000,125 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948156/terrain-%C3%A0-vendre
471,Terrain Essohba à Vendre aux Jardins EL Manzah,Les Jardins d'El Menzah 1 à       Ariana Ville      ,Terrain,310,248 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7948154/terrain-essohba-%C3%A0-vendre-aux-jardins-el-manzah
472,Terrain a vendre,Hammamet Nord à       Hammamet      ,Terrain,207,310 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948096/terrain-a-vendre
473,Terrain Habitation à Vendre à Kef Abed Bizerte,Bizerte      ,Terrain,2000,140 000,9.866667,37.266667,https://www.mubawab.tn/fr/a/7948112/terrain-habitation-%C3%A0-vendre-%C3%A0-kef-abed-bizerte
474,A vendre un terrain à 2km de Jianan Hammamet,Hammamet Sud à       Hammamet      ,Terrain,245,56 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948088/a-vendre-un-terrain-%C3%A0-2km-de-jianan-hammamet
475,Terrain coté mer,Yasmine Hammamet à       Hammamet      ,Terrain,250,35 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7948076/terrain-cot%C3%A9-mer
476,A vendre 600m² à 7min du centre ville Hammamet,Hammamet à       Hammamet      ,Terrain,600,138 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7699040/a-vendre-600m%C2%B2-%C3%A0-7min-du-centre-ville-hammamet
477,350 m pour villa borj Cedria,Borj Cedria à       Hammam Chatt      ,Terrain,350,167 000,9.97244,36.0683,https://www.mubawab.tn/fr/a/7948019/350-m-pour-villa-borj-cedria
478,Vente d'un terrain à Hammamet,Hammamet à       Hammamet      ,Terrain,925,600 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7947983/vente-d-un-terrain-%C3%A0-hammamet
479,Av terrain 135m en plein centre ville hammamet,Hammamet à       Hammamet      ,Terrain,135,270 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7883902/av-terrain-135m-en-plein-centre-ville-hammamet
480,Firma el Zayati à Vendre à Menzel Bouzalfa,Menzel Bouzelfa      ,Terrain,2500,200 000,10.5849,36.6814,https://www.mubawab.tn/fr/a/7947880/firma-el-zayati-%C3%A0-vendre-%C3%A0-menzel-bouzalfa
481,Terrain Ellador A Vendre A Cité Ennaser 2,Cité Ennasr 2 à       Ariana Ville      ,Terrain,850,1 105 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7926827/terrain-ellador-a-vendre-a-cit%C3%A9-ennaser-2
482,A vendre un terrain viabilisé à Mrezga,Hammamet Nord à       Hammamet      ,Terrain,532,510 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7947851/a-vendre-un-terrain-viabilis%C3%A9-%C3%A0-mrezga
483,À vendre terrain 2300m2 à hergla,Hergla      ,Terrain,2300,1 840 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7789159/%C3%A0-vendre-terrain-2300m2-%C3%A0-hergla
484,A vendre un Terrain à Sahloul 4,Sahloul à       Sousse Ville      ,Terrain,2300,4 600 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7946908/a-vendre-un-terrain-%C3%A0-sahloul-4
485,A vendre terrain à Yasmine Hammamet,Yasmine Hammamet à       Hammamet      ,Terrain,500,98 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7947781/a-vendre-terrain-%C3%A0-yasmine-hammamet
486,Terrain d’habitation 302 m² à cité el bostene Kel,Kélibia      ,Terrain,302,55 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7612353/terrain-d%E2%80%99habitation-302-m%C2%B2-%C3%A0-cit%C3%A9-el-bostene-kel
487,Terrain 470 m2 à Kelibia la blanche,Kélibia      ,Terrain,470,150 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7187072/terrain-470-m2-%C3%A0-kelibia-la-blanche
488,9000 m² à 100 D le mètre2,Nabeul à       Nabeul      ,Terrain,9000,920 000,10.702323723136912,36.46956299453555,https://www.mubawab.tn/fr/a/7678992/9000-m%C2%B2-%C3%A0-100-d-le-m%C3%A8tre2
489,Terrain habitation ind. En vente,La Manouba à       La Manouba      ,Terrain,254,205 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7947689/terrain-habitation-ind-en-vente
490,Terrain 1000 m² pied dans l’eau à Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,1000,800 000,10.61457,36.40107999999999,https://www.mubawab.tn/fr/a/7603346/terrain-1000-m%C2%B2-pied-dans-l%E2%80%99eau-%C3%A0-hammamet-sud
491,Une superbe Villa à Hammamet,Hammamet Sud à       Hammamet      ,Terrain,350,750 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7947209/une-superbe-villa-%C3%A0-hammamet
492,Terrain habitation ind. En vente,La Soukra à       La Soukra      ,Terrain,1000,600 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7817484/terrain-habitation-ind-en-vente
493,Terrain habitation ind. En vente,La Soukra      ,Terrain,336,201 600,10.25,36.883333,https://www.mubawab.tn/fr/a/7860621/terrain-habitation-ind-en-vente
494,Terrain habitation collective en vente,La Soukra à       La Soukra      ,Terrain,2020,4 000 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7860593/terrain-habitation-collective-en-vente
495,Terrain habitation collective en vente,La Soukra à       La Soukra      ,Terrain,683,820 000,10.27417,36.88833,https://www.mubawab.tn/fr/a/7843830/terrain-habitation-collective-en-vente
496,Terrain habitation ind. En vente,La Soukra      ,Terrain,491,441 900,10.25,36.883333,https://www.mubawab.tn/fr/a/7860592/terrain-habitation-ind-en-vente
497,Terrain habitation ind. En vente,Chotrana 2 à       La Soukra      ,Terrain,604,785 200,10.217961,36.896544,https://www.mubawab.tn/fr/a/7843831/terrain-habitation-ind-en-vente
498,Terrain habitation ind. En vente,Chotrana 2 à       La Soukra      ,Terrain,433,519 600,10.217961,36.896544,https://www.mubawab.tn/fr/a/7945141/terrain-habitation-ind-en-vente
499,Av 1000m sur la route à hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,1000,100 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7947206/av-1000m-sur-la-route-%C3%A0-hammamet-sud
500,Terrain de 1443m² à Daroufa,El Maamoura      ,Terrain,1443,288 000,10.8,36.466667,https://www.mubawab.tn/fr/a/7665961/terrain-de-1443m%C2%B2-%C3%A0-daroufa
501,Terrain pieds dans l'eau de 906m² à Jinen béni khiar,Nabeul à       Nabeul      ,Terrain,906,996 000,10.735007084655763,36.451181354056835,https://www.mubawab.tn/fr/a/7599841/terrain-pieds-dans-l-eau-de-906m%C2%B2-%C3%A0-jinen-b%C3%A9ni-khiar
502,À vendre: Terrain de coin de 387m² à Yasmine Hammamet,Hammamet Nord à       Hammamet      ,Terrain,387,464 400,10.61457,36.40108,https://www.mubawab.tn/fr/a/7931604/%C3%A0-vendre-terrain-de-coin-de-387m%C2%B2-%C3%A0-yasmine-hammamet
503,"A vendre terrain 2271m² à Borj2, Nabeul",Nabeul à       Nabeul      ,Terrain,2271,567 000,10.714544152666182,36.464718514486144,https://www.mubawab.tn/fr/a/7678690/a-vendre-terrain-2271m%C2%B2-%C3%A0-borj2-nabeul
504,"A vendre terrain 4005m² à Sidi Mahersi, Nabeul",Sidi El Mahrsi à       Nabeul      ,Terrain,4005,1 800 000,10.705343244137254,36.44243845959154,https://www.mubawab.tn/fr/a/7672140/a-vendre-terrain-4005m%C2%B2-%C3%A0-sidi-mahersi-nabeul
505,Terrain Agricole Brun à Vendre à Sanhaja,La Manouba à       La Manouba      ,Terrain,5549,400 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7947115/terrain-agricole-brun-%C3%A0-vendre-%C3%A0-sanhaja
506,Terrain Carmela À Vendre À La Soukra,La Soukra à       La Soukra      ,Terrain,623,280 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7715511/terrain-carmela-%C3%A0-vendre-%C3%A0-la-soukra
507,Terrain à vendere à Akouda. Sousse,Akouda à       Akouda      ,Terrain,334,180 000 000,10.57,35.87,https://www.mubawab.tn/fr/a/7947081/terrain-%C3%A0-vendere-%C3%A0-akouda-sousse
508,A Vendre Terrain À Borj Youssef Cebbalet Ben Ammar,Mnihla à       Mnihla      ,Terrain,1215,417 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7616158/a-vendre-terrain-%C3%A0-borj-youssef-cebbalet-ben-ammar
509,Terrain Perez à Vendre d'EL Mourouj,El Mourouj 3 à       El Mourouj      ,Terrain,6205,2 480 000,10.2622167,36.6938694,https://www.mubawab.tn/fr/a/7947003/terrain-perez-%C3%A0-vendre-d-el-mourouj
510,Terrain de Villa Arnica à Vendre à Gammarth,Gammarth à       La Marsa      ,Terrain,330,396 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7947000/terrain-de-villa-arnica-%C3%A0-vendre-%C3%A0-gammarth
511,Une opportunité des Terrains à Chat Mariem,Chatt Meriem à       Sousse Ville      ,Terrain,415,332 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7946966/une-opportunit%C3%A9-des-terrains-%C3%A0-chat-mariem
512,Terrain de 408m² à sidi fraj soukra,Sidi Frej à       La Soukra      ,Terrain,408,224 400,10.25,36.883333,https://www.mubawab.tn/fr/a/7946835/terrain-de-408m%C2%B2-%C3%A0-sidi-fraj-soukra
513,Terrain de 204m² à sidi fraj soukra,Sidi Frej à       La Soukra      ,Terrain,204,112 200,10.25,36.883333,https://www.mubawab.tn/fr/a/7946830/terrain-de-204m%C2%B2-%C3%A0-sidi-fraj-soukra
514,Terrain à vendre Excellente opportunité,Cebalat Ben Ammar à       Sidi Thabet      ,Terrain,1800,360 000,10.118689335133402,36.933801474252085,https://www.mubawab.tn/fr/a/7806221/terrain-%C3%A0-vendre-excellente-opportunit%C3%A9
515,Terrain d’habitation 280 m² cité Jadaria Kelibia,Kélibia      ,Terrain,280,90 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7780832/terrain-d%E2%80%99habitation-280-m%C2%B2-cit%C3%A9-jadaria-kelibia
516,Terrain commercial  ***-****** m² à kelibia,Kélibia      ,Terrain,13500,4 000 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7311760/terrain-commercial-13-500-m%C2%B2-%C3%A0-kelibia
517,Terrain d'habitation 359 m² Jinen el mansourah,Kélibia      ,Terrain,359,180 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7141138/terrain-d-habitation-359-m%C2%B2-jinen-el-mansourah
518,Terrain à hammamet,Hammamet Sud à       Hammamet      ,Terrain,220,40 000,10.154829900000001,36.863003600000006,https://www.mubawab.tn/fr/a/7946638/terrain-%C3%A0-hammamet
519,Achat de terrain à Cité Rous El Harayek. Surface de 550 m²,Cité Rous El Harayek à       Mnihla      ,Terrain,550,360 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7945530/achat-de-terrain-%C3%A0-cit%C3%A9-rous-el-harayek-surface-de-550-m%C2%B2
520,Beau terrain à la vente à Cité Essahafa. Superficie 418 m²,Cité Essahafa à       Raoued      ,Terrain,418,355 300,10.191389,36.954444,https://www.mubawab.tn/fr/a/7945533/beau-terrain-%C3%A0-la-vente-%C3%A0-cit%C3%A9-essahafa-superficie-418-m%C2%B2
521,Terrain a sidi thabet,Chorchef 2 à       Sidi Thabet      ,Terrain,95711,3 000 000,10.2243965,36.8240829,https://www.mubawab.tn/fr/a/7945568/terrain-a-sidi-thabet
522,Terrain Salem,Hammamet Nord à       Hammamet      ,Terrain,170,160 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7935023/terrain-salem
523,"Terrain pour villa, Chotrana 2",Chotrana 2 à       La Soukra      ,Terrain,439,410 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7762210/terrain-pour-villa-chotrana-2
524,Un terrain à k71 Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,350,98 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7856857/un-terrain-%C3%A0-k71-hammamet-sud
525,Terrain commercial à vendre avec prix imbattable,Hammamet Sud à       Hammamet      ,Terrain,400,128 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7794376/terrain-commercial-%C3%A0-vendre-avec-prix-imbattable
526,Terrain à vendre 900 m de la plage,Hammamet à       Hammamet      ,Terrain,258,90 300,10.61457,36.40108,https://www.mubawab.tn/fr/a/7866051/terrain-%C3%A0-vendre-900-m-de-la-plage
527,Av terrain 2800m avec des oliviers à hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,2800,95 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7944340/av-terrain-2800m-avec-des-oliviers-%C3%A0-hammamet-sud
528,Terrain R2 à quelques mètres de la mer,Chott Meriem à       Akouda      ,Terrain,427,340 000,10.57,35.87,https://www.mubawab.tn/fr/a/7832447/terrain-r2-%C3%A0-quelques-m%C3%A8tres-de-la-mer
529,Opportunité pour projet à Mutuelle ville,Mutuelle Ville à       El Menzah      ,Terrain,622,2 900 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7829521/opportunit%C3%A9-pour-projet-%C3%A0-mutuelle-ville
530,Terrain a vendre Manouba Borj Amri,Borj El Amri à       Borj El Amri      ,Terrain,5000,250 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7945314/terrain-a-vendre-manouba-borj-amri
531,Terrain 340 m² pieds dans l’eau à plage dherwa,Kélibia      ,Terrain,340,205 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7780842/terrain-340-m%C2%B2-pieds-dans-l%E2%80%99eau-%C3%A0-plage-dherwa
532,Terrain d’habitation à 400 mètres plage Ezzahra ha,Hammam El Ghezaz      ,Terrain,230,73 000,11.048549,36.930637,https://www.mubawab.tn/fr/a/7610093/terrain-d%E2%80%99habitation-%C3%A0-400-m%C3%A8tres-plage-ezzahra-ha
533,Terrain d’habitation à Hamam ghzez,Hammam El Ghezaz      ,Terrain,309,110 000,11.048549,36.930637,https://www.mubawab.tn/fr/a/7553383/terrain-d%E2%80%99habitation-%C3%A0-hamam-ghzez
534,Terrain Rafraf lahmeri,Raf Raf      ,Terrain,1000,400 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7945746/terrain-rafraf-lahmeri
535,"A vendre terrain à coté d'hôtel Africa Jade, Korba",Korba      ,Terrain,662,364 000,10.862284891126242,36.56853659026205,https://www.mubawab.tn/fr/a/7945615/a-vendre-terrain-%C3%A0-cot%C3%A9-d-h%C3%B4tel-africa-jade-korba
536,Terrain habitation ind. En vente,Sahline      ,Terrain,368,154 560,10.72,35.75,https://www.mubawab.tn/fr/a/7933120/terrain-habitation-ind-en-vente
537,Terrain Khayrat Saba à Vendre à Menzel Bouzelfa,Menzel Bouzelfa      ,Terrain,10000,240 000,10.5849,36.6814,https://www.mubawab.tn/fr/a/7945468/terrain-khayrat-saba-%C3%A0-vendre-%C3%A0-menzel-bouzelfa
538,Un terrain à vendre prés de L'hotel Mechtel,El Omrane à       El Omrane      ,Terrain,867,1 600 000,10.1558086,36.814748,https://www.mubawab.tn/fr/a/7906024/un-terrain-%C3%A0-vendre-pr%C3%A9s-de-l-hotel-mechtel
539,Terrain a Soukra,La Soukra à       La Soukra      ,Terrain,2500,3 750 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7903297/terrain-a-soukra
540,Terrain a vendre à l'Aouina,Aouina à       La Marsa      ,Terrain,2500,3 250 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7918777/terrain-a-vendre-%C3%A0-l-aouina
541,Terrain de 2020m² à Notre Dame MutuelleVille,Mutuelle Ville à       El Menzah      ,Terrain,2020,6 000 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7926486/terrain-de-2020m%C2%B2-%C3%A0-notre-dame-mutuelleville
542,Terrains à Hergla Pied dans l’eau,Hergla      ,Terrain,250,200 000,10.515986697696293,36.0230296129371,https://www.mubawab.tn/fr/a/7945229/terrains-%C3%A0-hergla-pied-dans-l%E2%80%99eau
543,A vendre terrain 384m2 à khezema ouest,Sousse Khezama à       Sousse Ville      ,Terrain,384,326 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7857480/a-vendre-terrain-384m2-%C3%A0-khezema-ouest
544,Terrain agricole a kantaoui en plein évolution,El Kantaoui à       Hammam Sousse      ,Terrain,324,202 500,10.5972,35.8569,https://www.mubawab.tn/fr/a/7916275/terrain-agricole-a-kantaoui-en-plein-%C3%A9volution
545,Terrain d’habitation à 900 mètres plage mansourah,Kélibia      ,Terrain,170,93 500,11.0918,36.8493,https://www.mubawab.tn/fr/a/7839741/terrain-d%E2%80%99habitation-%C3%A0-900-m%C3%A8tres-plage-mansourah
546,Terrain agricole 13500 m² à Kerkouene kelibia,Kélibia      ,Terrain,13500,340 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7789209/terrain-agricole-13500-m%C2%B2-%C3%A0-kerkouene-kelibia
547,A vendre Terrain à Chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,704,775 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7836491/a-vendre-terrain-%C3%A0-chotrana-2
548,A vendre un terrain aux Jardins de Carthage,Les Jardins de Carthage à       Le Kram      ,Terrain,566,1 400 000,10.289791,36.853493,https://www.mubawab.tn/fr/a/7849190/a-vendre-un-terrain-aux-jardins-de-carthage
549,Terrain pied dans l’eau a Maamoura,El Maamoura      ,Terrain,2430,2 065 500,10.8,36.466667,https://www.mubawab.tn/fr/a/7945018/terrain-pied-dans-l%E2%80%99eau-a-maamoura
550,Terrain à Vendre à Kalaat Landalous,Kalaat Landalous à       Kalaat Landalous      ,Terrain,322,145 000,10.1199168,37.0618319,https://www.mubawab.tn/fr/a/7929333/terrain-%C3%A0-vendre-%C3%A0-kalaat-landalous
551,Corniche vue mer dégagée,La Marsa à       La Marsa      ,Terrain,1000,6 000 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7833225/corniche-vue-mer-d%C3%A9gag%C3%A9e
552,Marsa el wifek: une maison à démolir,La Marsa à       La Marsa      ,Terrain,860,2 700 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7832839/marsa-el-wifek-une-maison-%C3%A0-d%C3%A9molir
553,Terrain avec vue dégagée,Hammamet à       Hammamet      ,Terrain,1000,650 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7944799/terrain-avec-vue-d%C3%A9gag%C3%A9e
554,Vente terrain en urgence,Hammamet Sud à       Hammamet      ,Terrain,1000,280 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7944597/vente-terrain-en-urgence
555,A vendre terrain 300m²à la route Birbouregba Hammamet,Hammamet à       Hammamet      ,Terrain,300,195 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7700098/a-vendre-terrain-300m%C2%B2%C3%A0-la-route-birbouregba-hammamet
556,Terrain à la vente. Superficie 463 m²,Téboulba      ,Terrain,463,162 000,10.946794,35.64396,https://www.mubawab.tn/fr/a/7779399/terrain-%C3%A0-la-vente-superficie-463-m%C2%B2
557,Terrain Promoteur Elijah à Vendre à Cité EL Habib,La Marsa à       La Marsa      ,Terrain,2500,2 500 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7944357/terrain-promoteur-elijah-%C3%A0-vendre-%C3%A0-cit%C3%A9-el-habib
558,Terrain Petra à Vendre à Borj Touil,Borj Touil à       Raoued      ,Terrain,536,225 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7944314/terrain-petra-%C3%A0-vendre-%C3%A0-borj-touil
559,A Vendre Terrain au Début de Corniche,Bizerte Nord      ,Terrain,600,360 000,9.8708,37.272,https://www.mubawab.tn/fr/a/7944288/a-vendre-terrain-au-d%C3%A9but-de-corniche
560,A vendre terrain 350m2 à akouda centre,Akouda à       Akouda      ,Terrain,350,227 000,10.57,35.87,https://www.mubawab.tn/fr/a/7897643/a-vendre-terrain-350m2-%C3%A0-akouda-centre
561,A vendre terrain 690m2 à akouda centre,Akouda à       Akouda      ,Terrain,690,379 000,10.57,35.87,https://www.mubawab.tn/fr/a/7897641/a-vendre-terrain-690m2-%C3%A0-akouda-centre
562,A vendre terrain 1000m2 à oued laarouk akouda,Akouda à       Akouda      ,Terrain,1000,550 000,10.57,35.87,https://www.mubawab.tn/fr/a/7897558/a-vendre-terrain-1000m2-%C3%A0-oued-laarouk-akouda
563,Terrain de 1076 M2 à Kantaoui الحمادة قنطاوي,El Kantaoui à       Hammam Sousse      ,Terrain,1000,1 076 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7888471/terrain-de-1076-m2-%C3%A0-kantaoui-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D8%AF%D8%A9-%D9%82%D9%86%D8%B7%D8%A7%D9%88%D9%8A
564,Terrain 287 m² pieds dans l’eau à plage Ain grinz,Kélibia      ,Terrain,287,225 000,11.0918,36.8493,https://www.mubawab.tn/fr/a/7586364/terrain-287-m%C2%B2-pieds-dans-l%E2%80%99eau-%C3%A0-plage-ain-grinz
565,Terrain Villa Sidonia à Vendre à Gammarth Sup,Gammarth à       La Marsa      ,Terrain,1100,2 500 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7944267/terrain-villa-sidonia-%C3%A0-vendre-%C3%A0-gammarth-sup
566,A vendre un terrain à Hammamet,Hammamet à       Hammamet      ,Terrain,170,140 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7920806/a-vendre-un-terrain-%C3%A0-hammamet
567,A Vendre un Terrain à Raoued,Raoued à       Raoued      ,Terrain,440,150 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7930104/a-vendre-un-terrain-%C3%A0-raoued
568,A vendre un terrain de foot à Saint Gobain,Saint Gobin à       Mégrine      ,Terrain,2062,1 600 000,10.2622167,36.6938694,https://www.mubawab.tn/fr/a/7930136/a-vendre-un-terrain-de-foot-%C3%A0-saint-gobain
569,A vendre terrain 473m2 a hergla,Hergla      ,Terrain,473,118 000,10.5079,36.0301,https://www.mubawab.tn/fr/a/7863039/a-vendre-terrain-473m2-a-hergla
570,Terrain À vendre,Hammamet à       Hammamet      ,Terrain,1074,128 880,10.61457,36.40108,https://www.mubawab.tn/fr/a/7943702/terrain-%C3%A0-vendre
571,"A vendre terrain constructible à Mrezga, Hammamet",Hammamet Nord à       Hammamet      ,Terrain,452,452 000,10.672591352352192,36.42880020241168,https://www.mubawab.tn/fr/a/7943697/a-vendre-terrain-constructible-%C3%A0-mrezga-hammamet
572,A vendre Un Lot de Terrain 2460m²,Sousse Ville à       Sousse Ville      ,Terrain,2460,984 000,10.6339,35.8273,https://www.mubawab.tn/fr/a/7927804/a-vendre-un-lot-de-terrain-2460m%C2%B2
573,A vendre Un Lot de Terrain 1100m²,Kalâa Kebira      ,Terrain,1100,418 000,10.54372,35.87392,https://www.mubawab.tn/fr/a/7927811/a-vendre-un-lot-de-terrain-1100m%C2%B2
574,A vendre Un Lot de Terrain 1300m²,Kalâa Kebira      ,Terrain,1300,494 000,10.54372,35.87392,https://www.mubawab.tn/fr/a/7927820/a-vendre-un-lot-de-terrain-1300m%C2%B2
575,A vendre Un Lot de Terrain 519m²,Khezama Ouest      ,Terrain,519,960 150,10.6179,35.7218,https://www.mubawab.tn/fr/a/7927863/a-vendre-un-lot-de-terrain-519m%C2%B2
576,A vendre Un Lot de Terrain 666m²,Tantana      ,Terrain,666,566 100,10.52022,35.94312,https://www.mubawab.tn/fr/a/7927882/a-vendre-un-lot-de-terrain-666m%C2%B2
577,Terrain habitation ind. En vente,Mahdia Ville à       Mahdia Ville      ,Terrain,440,379 000,11.0661,35.5044,https://www.mubawab.tn/fr/a/7604831/terrain-habitation-ind-en-vente
578,Terrain habitation ind. En vente,Mahdia Ville      ,Terrain,581,668 000,11.0661,35.5044,https://www.mubawab.tn/fr/a/7783750/terrain-habitation-ind-en-vente
