id,title,city,property,area(m²),price(TND),longitude,latitude,link
579,Terrain habitation ind. En vente,Mahdia Ville      ,Terrain,1220,671 000,11.0661,35.5044,https://www.mubawab.tn/fr/a/7767917/terrain-habitation-ind-en-vente
580,Terrain a vendre a hammamet,Hammamet Sud à       Hammamet      ,Terrain,300,18 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7940106/terrain-a-vendre-a-hammamet
581,Terrain À vendre,Hammamet à       Hammamet      ,Terrain,462,415 800,10.61457,36.40108,https://www.mubawab.tn/fr/a/7943303/terrain-%C3%A0-vendre
582,Terrain À vendre,Hammamet à       Hammamet      ,Terrain,325,292 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7943299/terrain-%C3%A0-vendre
583,Terrain À vendre,Hammamet à       Hammamet      ,Terrain,156,312 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7943292/terrain-%C3%A0-vendre
584,"Terrain 284m² à Mrezga, prés hôtel Delfino",Hammamet Nord à       Hammamet      ,Terrain,284,400 000,10.677180330446257,36.428143442535465,https://www.mubawab.tn/fr/a/7932671/terrain-284m%C2%B2-%C3%A0-mrezga-pr%C3%A9s-h%C3%B4tel-delfino
585,Terrain à vendre à Zaghouan,El Fahs      ,Terrain,180000,4 500 000,9.54379,36.22305,https://www.mubawab.tn/fr/a/7844188/terrain-%C3%A0-vendre-%C3%A0-zaghouan
586,A vendre terrain 350m² à Mrezga,Hammamet Nord à       Hammamet      ,Terrain,350,333 000,10.676427911764513,36.43807923884745,https://www.mubawab.tn/fr/a/7918647/a-vendre-terrain-350m%C2%B2-%C3%A0-mrezga
587,A vendre terrain 320m² viabilisé à Sidi Mahersi,Sidi El Mahrsi à       Nabeul      ,Terrain,320,384 000,10.705620240530282,36.44126379962886,https://www.mubawab.tn/fr/a/7887261/a-vendre-terrain-320m%C2%B2-viabilis%C3%A9-%C3%A0-sidi-mahersi
588,Terrain habitation ind. En vente,Skanes à       Monastir Ville      ,Terrain,342,359 000,10.833333,35.783333,https://www.mubawab.tn/fr/a/7939681/terrain-habitation-ind-en-vente
589,A vendre un lot de terrain à sahloul 4,Khezama à       Sousse Jaouhara      ,Terrain,260,350 000,10.622471,35.832439,https://www.mubawab.tn/fr/a/7932717/a-vendre-un-lot-de-terrain-%C3%A0-sahloul-4
590,Terrain habitation collective en vente,Cité El Khalil à       La Marsa      ,Terrain,317,317 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7769141/terrain-habitation-collective-en-vente
591,Terrain habitation ind. En vente,Gammarth à       La Marsa      ,Terrain,507,507 000,10.288893,36.917739,https://www.mubawab.tn/fr/a/7882369/terrain-habitation-ind-en-vente
592,Terrain habitation ind. En vente,Gammarth à       La Marsa      ,Terrain,1102,950 000,10.288893,36.917739,https://www.mubawab.tn/fr/a/7881267/terrain-habitation-ind-en-vente
593,"Mnihla, Rous EL Hrayek, vente terrain de 200 m2",Cité Rous El Harayek à       Mnihla      ,Terrain,200,140 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7914545/mnihla-rous-el-hrayek-vente-terrain-de-200-m2
594,"Rous Lehrayek, vente terrain de 400 m2 ou 1000 m2,",Cité Ennasr 2 à       Ariana Ville      ,Terrain,400,280 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7927957/rous-lehrayek-vente-terrain-de-400-m2-ou-1000-m2-
595,Terrain habitation ind. En vente,Borj Louzir à       La Soukra      ,Terrain,665,498 000,10.2123551,36.8650901,https://www.mubawab.tn/fr/a/7912939/terrain-habitation-ind-en-vente
596,Terrain habitation ind. En vente,Cité Bou Mhel à       Boumhel Bassatine      ,Terrain,650,250 000,10.34246,36.57724,https://www.mubawab.tn/fr/a/7864629/terrain-habitation-ind-en-vente
597,Terrain habitation collective en vente,Cité Bou Mhel à       Boumhel Bassatine      ,Terrain,510,230 000,10.34246,36.57724,https://www.mubawab.tn/fr/a/7833898/terrain-habitation-collective-en-vente
598,Vente Terrain Omar,Hammamet Nord à       Hammamet      ,Terrain,200,180 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7928517/vente-terrain-omar
599,Opportunité Terrain 440 M² À La Soukra,La Soukra à       La Soukra      ,Terrain,440,330 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7914828/opportunit%C3%A9-terrain-440-m%C2%B2-%C3%A0-la-soukra
600,Vente riadh al andalous terrain 400m²,Riadh al Andalous à       Ariana Ville      ,Terrain,400,375 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7805301/vente-riadh-al-andalous-terrain-400m%C2%B2
601,700m de la mer,Yasmine Hammamet à       Hammamet      ,Terrain,220,80 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7941811/700m-de-la-mer
602,Terrain à vendre,Kairouan Ville à       Kairouan Ville      ,Terrain,671,650 000,10.0924,35.6776,https://www.mubawab.tn/fr/a/7941722/terrain-%C3%A0-vendre
603,Super occasion terrain 700m2 commerciale kram west,Sidi Amor à       Le Kram      ,Terrain,681,400 000,10.316667,36.833333,https://www.mubawab.tn/fr/a/7941798/super-occasion-terrain-700m2-commerciale-kram-west
604,Terrain 425m2 titre bleu khaireddin,La Goulette à       La Goulette      ,Terrain,425,1 000 000,10.305,36.818056,https://www.mubawab.tn/fr/a/7941793/terrain-425m2-titre-bleu-khaireddin
605,Terrain avec fondation à vendre à Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,730,125 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7937083/terrain-avec-fondation-%C3%A0-vendre-%C3%A0-hammamet-sud
606,Terrain habitation ind. En vente,C2 à       Monastir Ville      ,Terrain,267,175 000,10.817613,35.765725,https://www.mubawab.tn/fr/a/7868878/terrain-habitation-ind-en-vente
607,Terrain a vendre a cité Wafa mrezgua afh2,Cité El Wafa à       Nabeul      ,Terrain,210,275 000,10.684428000000002,36.439144,https://www.mubawab.tn/fr/a/7891358/terrain-a-vendre-a-cit%C3%A9-wafa-mrezgua-afh2
608,A Vendre un terrain à Cité militarie general Skik,Le Bardo à       Le Bardo      ,Terrain,980,1 050 000,10.134472500000001,36.81447030000001,https://www.mubawab.tn/fr/a/7719292/a-vendre-un-terrain-%C3%A0-cit%C3%A9-militarie-general-skik
609,A Vendre Terrain 388 M2 d'Angle,Sahloul à       Sousse Jaouhara      ,Terrain,388,399 000,10.622471,35.832439,https://www.mubawab.tn/fr/a/7938618/a-vendre-terrain-388-m2-d-angle
610,Terrain de 522m constructible,Sidi Soufiene à       La Soukra      ,Terrain,522,391 500,10.25,36.883333,https://www.mubawab.tn/fr/a/7941541/terrain-de-522m-constructible
611,Terrain agricole en vente,La Manouba à       La Manouba      ,Terrain,900,228 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7941516/terrain-agricole-en-vente
612,Terrain habitation ind. En vente,Sahline      ,Terrain,502,175 000,10.72,35.75,https://www.mubawab.tn/fr/a/7941504/terrain-habitation-ind-en-vente
613,"Terrain pour promoteur, Raoued Ariana",Raoued à       Raoued      ,Terrain,7154,88 062 600 151 040,10.4132,36.70549,https://www.mubawab.tn/fr/a/7451023/terrain-pour-promoteur-raoued-ariana
614,"Terrain de 290m² à Mrezga, Hammamet Nord",Hammamet Nord à       Hammamet      ,Terrain,290,223 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7923866/terrain-de-290m%C2%B2-%C3%A0-mrezga-hammamet-nord
615,Terrain de 284m² à Hammamet Nord,Hammamet Nord à       Hammamet      ,Terrain,284,400 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7941318/terrain-de-284m%C2%B2-%C3%A0-hammamet-nord
616,Terrain de 688m2 à Yasmine Hammamet,Yasmine Hammamet à       Hammamet      ,Terrain,688,800 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7876636/terrain-de-688m2-%C3%A0-yasmine-hammamet
617,Terrain agricole de 1000 m² en vente à Rmila,Chott Meriem à       Akouda      ,Terrain,1000,300 000,10.57,35.87,https://www.mubawab.tn/fr/a/7861644/terrain-agricole-de-1000-m%C2%B2-en-vente-%C3%A0-rmila
618,"Terrain de 1674m², Haouaria Plage",El Haouaria      ,Terrain,1674,350 000,11.016667,37.05,https://www.mubawab.tn/fr/a/7724768/terrain-de-1674m%C2%B2-haouaria-plage
619,3 lots viabilisé,Zaghouan      ,Terrain,716,400 000,10.1448,36.3998,https://www.mubawab.tn/fr/a/7937053/3-lots-viabilis%C3%A9
620,Terrain à vendre à la Soukra,La Soukra à       La Soukra      ,Terrain,857,1 072 500,10.25,36.883333,https://www.mubawab.tn/fr/a/7472024/terrain-%C3%A0-vendre-%C3%A0-la-soukra
621,Terrain pour habitation à proximité de la mer,El Kantaoui à       Hammam Sousse      ,Terrain,490,850 000,10.5972,35.8569,https://www.mubawab.tn/fr/a/7846029/terrain-pour-habitation-%C3%A0-proximit%C3%A9-de-la-mer
622,Terrain agricole en vente,La Manouba à       La Manouba      ,Terrain,1706,461 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7920488/terrain-agricole-en-vente
623,Terrain agricole en vente,La Manouba à       La Manouba      ,Terrain,30000,490 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7921365/terrain-agricole-en-vente
624,Terrain habitation ind. En vente,La Manouba à       La Manouba      ,Terrain,506,330 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7937495/terrain-habitation-ind-en-vente
625,Terrain Agricole Népal à Vendre à Remada,Remada à       Remada      ,Terrain,250000,855 000,10.4,32.3169,https://www.mubawab.tn/fr/a/7940886/terrain-agricole-n%C3%A9pal-%C3%A0-vendre-%C3%A0-remada
626,Terrain Agricole Bauska à Vendre à Sidi Aich,Sidi Aich      ,Terrain,870000,1 044 000,4.6883333,36.6130556,https://www.mubawab.tn/fr/a/7940879/terrain-agricole-bauska-%C3%A0-vendre-%C3%A0-sidi-aich
627,Terrain Agricole Musa à Vendre à Sidi Aich,Sidi Aich      ,Terrain,410000,492 000,4.6883333,36.6130556,https://www.mubawab.tn/fr/a/7940877/terrain-agricole-musa-%C3%A0-vendre-%C3%A0-sidi-aich
628,Terrain Raoued 168m,Raoued à       Raoued      ,Terrain,168,33 600,10.192021505476788,36.94638737702006,https://www.mubawab.tn/fr/a/7720918/terrain-raoued-168m
629,Terrain à fouchana à vendre 240 m²,Fouchana à       Fouchana      ,Terrain,240,115 000,10.16982,36.70107,https://www.mubawab.tn/fr/a/7940722/terrain-%C3%A0-fouchana-%C3%A0-vendre-240-m%C2%B2
630,Occasion en Or; Terrain à vendre a Djerba Midoun,Djerba à       Djerba      ,Terrain,3657,658 000,10.8451467,33.8075978,https://www.mubawab.tn/fr/a/7533829/occasion-en-or-terrain-%C3%A0-vendre-a-djerba-midoun
631,Senia kyranis à Vendre à Mornag,Mornag à       Mornag      ,Terrain,48350,1 500 000,10.29964,36.68902,https://www.mubawab.tn/fr/a/7940483/senia-kyranis-%C3%A0-vendre-%C3%A0-mornag
632,Terrain à vendre,Zarzouna      ,Terrain,1000,280 000,9.882267,37.259727,https://www.mubawab.tn/fr/a/7940476/terrain-%C3%A0-vendre
633,Terrain Villa Velvet à Vendre à Gammarth,Gammarth à       La Marsa      ,Terrain,400,400 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7940449/terrain-villa-velvet-%C3%A0-vendre-%C3%A0-gammarth
634,Terrain constructible Chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,1100,935 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7932623/terrain-constructible-chotrana-2
635,Le coin terrain à Vendre à Gammarth,Gammarth à       La Marsa      ,Terrain,500,500 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7940276/le-coin-terrain-%C3%A0-vendre-%C3%A0-gammarth
636,À vendre un terrain à la Marsa,La Marsa à       La Marsa      ,Terrain,424,636 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7495258/%C3%A0-vendre-un-terrain-%C3%A0-la-marsa
637,Terrain à El monchar,Hammamet Sud à       Hammamet      ,Terrain,2000,440 000,10.568995,36.40400699999999,https://www.mubawab.tn/fr/a/7940184/terrain-%C3%A0-el-monchar
638,Terrain de promotion immobilière de à Néapolis,Neapolis à       Nabeul      ,Terrain,1319,5 000 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7675246/terrain-de-promotion-immobili%C3%A8re-de-%C3%A0-n%C3%A9apolis
639,Terrain Promoteur Anadela à Vendre à Gammarth,Gammarth à       La Marsa      ,Terrain,1525,1 830 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7940105/terrain-promoteur-anadela-%C3%A0-vendre-%C3%A0-gammarth
640,Un superbe terrain à la soukra,La Soukra à       La Soukra      ,Terrain,531,424 800,10.25,36.883333,https://www.mubawab.tn/fr/a/7939402/un-superbe-terrain-%C3%A0-la-soukra
641,Terrain a vendre a la soukra,La Soukra à       La Soukra      ,Terrain,265,170 000,10.27417,36.88833000000001,https://www.mubawab.tn/fr/a/7890134/terrain-a-vendre-a-la-soukra
642,Terrain habitation ind. En vente,Skanes à       Monastir Ville      ,Terrain,398,520 000,10.833333,35.783333,https://www.mubawab.tn/fr/a/7939679/terrain-habitation-ind-en-vente
643,Terrain Commercial à Sahloul,Sahloul à       Sousse Ville      ,Terrain,2295,4 016 250,10.6339,35.8273,https://www.mubawab.tn/fr/a/7919403/terrain-commercial-%C3%A0-sahloul
644,A vendre terrain vue sur mer à Hammamet Sud,Hammamet Sud à       Hammamet      ,Terrain,250,90 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7936527/a-vendre-terrain-vue-sur-mer-%C3%A0-hammamet-sud
645,Des terrains à lotissement les flamants roses,Raoued à       Raoued      ,Terrain,215,170 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7939360/des-terrains-%C3%A0-lotissement-les-flamants-roses
646,Terrain Mrezga 6843m2 entre Nabeul et Hammamet,Hammamet à       Hammamet      ,Terrain,6843,2 870 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7939336/terrain-mrezga-6843m2-entre-nabeul-et-hammamet
647,Terrain à vendre à Mrezga entre Nabeul et Hammamet,Hammamet Nord à       Hammamet      ,Terrain,1935,870 000,10.663017453219014,36.42208527399394,https://www.mubawab.tn/fr/a/7939281/terrain-%C3%A0-vendre-%C3%A0-mrezga-entre-nabeul-et-hammamet
648,Terrain Agricole Zaya à Vendre à Dougga,Teboursouk      ,Terrain,4000,4 000 000,9.2973502,36.6749338,https://www.mubawab.tn/fr/a/7915779/terrain-agricole-zaya-%C3%A0-vendre-%C3%A0-dougga
649,Terrain Agricole Mandarine à Vendre à Mornag,Mornag à       Mornag      ,Terrain,30397,340 000,10.29964,36.68902,https://www.mubawab.tn/fr/a/7939215/terrain-agricole-mandarine-%C3%A0-vendre-%C3%A0-mornag
650,A vendre un terrain à 3 km de la plage,Hammamet Sud à       Hammamet      ,Terrain,460,115 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7939213/a-vendre-un-terrain-%C3%A0-3-km-de-la-plage
651,A vendre un terrain à chott mariem,Chott Meriem à       Akouda      ,Terrain,210,175 000,10.57,35.87,https://www.mubawab.tn/fr/a/7922329/a-vendre-un-terrain-%C3%A0-chott-mariem
652,"Menzah9, Taher Ben Ammar, vente terrain 750m2",El Menzah 9 à       El Menzah      ,Terrain,750,2 200 000,10.164723,36.845235,https://www.mubawab.tn/fr/a/7939164/menzah9-taher-ben-ammar-vente-terrain-750m2
653,Appartement s 3 à Gammarth,La Marsa à       La Marsa      ,Terrain,100,280 000,10.2762232,36.8941992,https://www.mubawab.tn/fr/a/7939154/appartement-s-3-%C3%A0-gammarth
654,Terrain habitation collective en vente,Bouhssina à       Sousse Ville      ,Terrain,1345,1 500 000,10.5967322,35.8212925,https://www.mubawab.tn/fr/a/7939153/terrain-habitation-collective-en-vente
655,Terrain habitation collective en vente,Bouhssina à       Sousse Ville      ,Terrain,938,1 920 000,10.5967322,35.8212925,https://www.mubawab.tn/fr/a/7939144/terrain-habitation-collective-en-vente
656,Terrain agricole en vente,Nouvelle Ariana à       Ariana Ville      ,Terrain,1000,350 000,10.1604276,36.8604803,https://www.mubawab.tn/fr/a/7939128/terrain-agricole-en-vente
657,Terrain habitation collective en vente,Riadh al Andalous à       Ariana Ville      ,Terrain,466,932 000,10.1717264,36.8805752,https://www.mubawab.tn/fr/a/7939126/terrain-habitation-collective-en-vente
658,Terrain habitation ind. En vente,Megrine Coteau à       Mégrine      ,Terrain,522,800 000,10.2622167,36.6938694,https://www.mubawab.tn/fr/a/7939125/terrain-habitation-ind-en-vente
659,Terrain habitation ind. En vente,Ariana Ville      ,Terrain,202,160 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7939122/terrain-habitation-ind-en-vente
660,Terrain habitation ind. En vente,Riadh al Andalous à       Ariana Ville      ,Terrain,494,642 200,10.1717264,36.8805752,https://www.mubawab.tn/fr/a/7939117/terrain-habitation-ind-en-vente
661,Terrain de 364 m² à la zone Craxi Hammamet,Hammamet Nord à       Hammamet      ,Terrain,364,235 000,10.661894,36.41977299999999,https://www.mubawab.tn/fr/a/7913579/terrain-de-364-m%C2%B2-%C3%A0-la-zone-craxi-hammamet
662,A Vendre un terrain a Hammamet sud,Hammamet Sud à       Hammamet      ,Terrain,175,38 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7808646/a-vendre-un-terrain-a-hammamet-sud
663,Terrain sur route ceinture Hammamet à vendre,Hammamet Nord à       Hammamet      ,Terrain,1045,992 750,10.61457,36.40108,https://www.mubawab.tn/fr/a/7519697/terrain-sur-route-ceinture-hammamet-%C3%A0-vendre
664,Terrain Villa Claudio à Vendre à Gammarth Village,Gammarth à       La Marsa      ,Terrain,200,210 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7938851/terrain-villa-claudio-%C3%A0-vendre-%C3%A0-gammarth-village
665,Terrain industriel de 2900m² à béni khiar,Nabeul à       Nabeul      ,Terrain,2900,640 000,10.73505,36.45056,https://www.mubawab.tn/fr/a/7768375/terrain-industriel-de-2900m%C2%B2-%C3%A0-b%C3%A9ni-khiar
666,Terrain Agricole Arce à Vendre à Sidi Aich,Sidi Aich      ,Terrain,300000,4 500 000,4.6883333,36.6130556,https://www.mubawab.tn/fr/a/7938794/terrain-agricole-arce-%C3%A0-vendre-%C3%A0-sidi-aich
667,Vente Terrain Zac,Hammamet Nord à       Hammamet      ,Terrain,1000,260 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7938791/vente-terrain-zac
668,Terrain habitation ind. En vente,Ariana Ville      ,Terrain,428,325 000,10.19556,36.8625,https://www.mubawab.tn/fr/a/7904720/terrain-habitation-ind-en-vente
669,Terrain à Vendre à Gammarth,Gammarth Village à       La Marsa      ,Terrain,625,906 250,10.325278,36.876389,https://www.mubawab.tn/fr/a/7938748/terrain-%C3%A0-vendre-%C3%A0-gammarth
670,Terrain en vente à Borj Touil. Surface totale 500 m²,Borj Touil à       Raoued      ,Terrain,500,130 000,10.142317,36.932333,https://www.mubawab.tn/fr/a/7675733/terrain-en-vente-%C3%A0-borj-touil-surface-totale-500-m%C2%B2
671,Terrain habitation collective en vente,Ksar Hellal      ,Terrain,1054,1 350 000,10.9,35.65,https://www.mubawab.tn/fr/a/7938497/terrain-habitation-collective-en-vente
672,Terrain R5 habitation collective en vente,Hammam Sousse à       Hammam Sousse      ,Terrain,1705,4 420 000,10.60110930827333,35.85646522211312,https://www.mubawab.tn/fr/a/7692864/terrain-r5-habitation-collective-en-vente
673,"Lot de 516m² à Ras Jebel, Bizerte",Ras Jebel      ,Terrain,516,100 000,9.7506777,37.1303,https://www.mubawab.tn/fr/a/7938201/lot-de-516m%C2%B2-%C3%A0-ras-jebel-bizerte
674,Terrain à vendre à kalaa esghira,Kalâa Sghira      ,Terrain,534,149 520,10.5545,35.83238,https://www.mubawab.tn/fr/a/7938144/terrain-%C3%A0-vendre-%C3%A0-kalaa-esghira
675,Terrain Industriel Charguia 1,Charguia 1 à       La Soukra      ,Terrain,1167,1 867 200,10.2109686,36.8524603,https://www.mubawab.tn/fr/a/7920341/terrain-industriel-charguia-1
676,Terrain Promoteur Mohja à Vendre à Borj Touil,Borj Touil à       Raoued      ,Terrain,1489,268 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7938018/terrain-promoteur-mohja-%C3%A0-vendre-%C3%A0-borj-touil
677,A vendre Terrain de 496m² à Ras Tabia,Ras Tabia à       El Omrane      ,Terrain,496,1 240 000,10.1558086,36.814748,https://www.mubawab.tn/fr/a/7804126/a-vendre-terrain-de-496m%C2%B2-%C3%A0-ras-tabia
678,Terrain Villa Isidore à Vendre à La Soukra,La Soukra à       La Soukra      ,Terrain,766,919 000,10.25,36.883333,https://www.mubawab.tn/fr/a/7791350/terrain-villa-isidore-%C3%A0-vendre-%C3%A0-la-soukra
679,À Vendre: Terrain de 3000 m² à l'Mnihla R6,Mnihla à       Mnihla      ,Terrain,3000,4 500 000,10.1157421,36.8567806,https://www.mubawab.tn/fr/a/7813437/%C3%A0-vendre-terrain-de-3000-m%C2%B2-%C3%A0-l-mnihla-r6
680,A vendre terrain à Oued Elil,Oued Ellil à       Oued Ellil      ,Terrain,207,113 850,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7722912/a-vendre-terrain-%C3%A0-oued-elil
681,A Vendre un Terrain a Hammamet,Hammamet à       Hammamet      ,Terrain,511,766 500,10.61457,36.40108,https://www.mubawab.tn/fr/a/7829630/a-vendre-un-terrain-a-hammamet
682,À vendre un terrain à carthage,Carthage à       Carthage      ,Terrain,8800,1 760 000,10.325799999999997,36.856600000000014,https://www.mubawab.tn/fr/a/7431258/%C3%A0-vendre-un-terrain-%C3%A0-carthage
683,Terrain a vendre a Chotrana 2,Chotrana 2 à       La Soukra      ,Terrain,929,1 068 350,10.25,36.883333,https://www.mubawab.tn/fr/a/7846120/terrain-a-vendre-a-chotrana-2
