id,title,city,property,area(m²),rooms,price(TND),longitude,latitude,link
850,A vendre une villa à khzema,Lebna à       Sousse Jaouhara      ,Maison,374,3,560 000,10.941144,36.71195,https://www.mubawab.tn/fr/a/7767182/a-vendre-une-villa-%C3%A0-khzema
851,Maison à vendre,Beja Nord à       Béja      ,Maison,240,5,580 000,9.125604131803007,36.4941808042569,https://www.mubawab.tn/fr/a/7773144/maison-%C3%A0-vendre
852,Maison à l'achat à Cité El Argoub. Superficie 210 m²,Cité El Argoub à       Tebourba      ,Maison,210,5,160 000,9.9089889,36.8094099,https://www.mubawab.tn/fr/a/7772171/maison-%C3%A0-l-achat-%C3%A0-cit%C3%A9-el-argoub-superficie-210-m%C2%B2
853,Maison à acheter. 5 belles chambres,Cité Ibn Khaldoun      ,Maison,210,5,1 600 000,10.135918976602417,36.830503067324074,https://www.mubawab.tn/fr/a/7772170/maison-%C3%A0-acheter-5-belles-chambres
854,Maisons avec 2 appartements indépendants kasserine,Kasserine Nord      ,Maison,240,5,180 000,8.835395302087864,35.16545132962012,https://www.mubawab.tn/fr/a/7771313/maisons-avec-2-appartements-ind%C3%A9pendants-kasserine
855,Maison à l'achat à Cité Al Yamama. Superficie 200 m²,Cité Al Yamama à       Raoued      ,Maison,200,4,1 500 000,10.191389,36.954444,https://www.mubawab.tn/fr/a/7770530/maison-%C3%A0-l-achat-%C3%A0-cit%C3%A9-al-yamama-superficie-200-m%C2%B2
856,A vendre une villa en S3 à Gammarth,Gammarth à       La Marsa      ,Maison,400,3,5 500 000,10.2733997,36.8578827,https://www.mubawab.tn/fr/a/7705604/a-vendre-une-villa-en-s3-%C3%A0-gammarth
857,Superbe maison à vendre. 3 grandes pièces.,Grombalia      ,Maison,650,4,750 000,10.5,36.6,https://www.mubawab.tn/fr/a/7769721/superbe-maison-%C3%A0-vendre-3-grandes-pi%C3%A8ces-
858,Vente Maison S2,La Manouba à       La Manouba      ,Maison,120,3,160 000,10.05538,36.77855,https://www.mubawab.tn/fr/a/7769419/vente-maison-s2
859,A vendre Maison inachevée à Besbesia Hammamet Sud,Hammamet à       Hammamet      ,Maison,650,4,380 000,10.61457,36.40108,https://www.mubawab.tn/fr/a/7767252/a-vendre-maison-inachev%C3%A9e-%C3%A0-besbesia-hammamet-sud
860,A Vendre Maison à la Marsa,La Marsa à       La Marsa      ,Maison,288,4,1 200 000,10.325278,36.876389,https://www.mubawab.tn/fr/a/7323764/a-vendre-maison-%C3%A0-la-marsa
861,Vente Villa à Marsa les pins,Cité Les Pins à       La Marsa      ,Maison,360,4,1 900 000,10.2564551,36.8590944,https://www.mubawab.tn/fr/a/7766103/vente-villa-%C3%A0-marsa-les-pins
862,Belle villa à saisir,Soliman      ,Maison,450,3,350 000,10.483333,36.7,https://www.mubawab.tn/fr/a/7765234/belle-villa-%C3%A0-saisir
863,Maison à vendre,Kalâa Kebira      ,Maison,400,3,299 000,10.54372,35.87392,https://www.mubawab.tn/fr/a/7765041/maison-%C3%A0-vendre
864,Maison à vendre à Montfleury. 3 chambres agréables. Double vitrage et chauffage central,Montfleury à       Tunis      ,Maison,136,3,500 000,10.1774792,36.79008840000001,https://www.mubawab.tn/fr/a/7765045/maison-%C3%A0-vendre-%C3%A0-montfleury-3-chambres-agr%C3%A9ables-double-vitrage-et-chauffage-central
865,Maison a vendre,Hammam Sousse à       Hammam Sousse      ,Maison,100,2,160 000,10.591507,35.8569,https://www.mubawab.tn/fr/a/7764651/maison-a-vendre
866,Maison à vendre à Cité Ennasr. Surface totale 480 m². Parking privé,Cité Ennasr à       Mohamadia      ,Maison,480,7,224 950,10.146295670417153,36.67503537516863,https://www.mubawab.tn/fr/a/7764509/maison-%C3%A0-vendre-%C3%A0-cit%C3%A9-ennasr-surface-totale-480-m%C2%B2-parking-priv%C3%A9
